ID,SubStoryPac,StoryNum,AnswerLeftID,AnswerRightID,BG_ID,SFX_ID,CharacterName,Text_kr,Text_en,Back_ID,CharacterImg_ID,Font_Direction
10018,1000001,10000001,100031,100032,100000002,,,‘참호 아래로 이동하면 시간도 오래걸릴 것이고 수류탄의 피해도 있을 것이다.좋은 판단은 아니겠지만 빠르게 퇴각하기 위해선 어쩔 수 없을 것 같다.’,,300000011,,2000001
10019,1000001,10000001,100033,100034,100000002,1000000004,,전장을 가로지르며 빠르게 내달리면서 후방에 총을 쏘아댄다.하지만 역시 위험했다. 병사들이 내달리다 하나 둘 쓰러진다.,,300000011,,2000001
10020,1000001,10000001,100017,100018,100000002,1000000004,,다리에 뜨거운 감각이 들며 나는 앞으로 고꾸라졌다.그리고 곧 내몸에 몇개가 박히고는 땅에 머리가 처박혔다.,,300000011,,2000001
10021,1000001,10000002,100035,100036,100000007,,1,“지휘관님. 정말 그 정보가 맞는 겁니까?”,,300000015,200000002,2000001
10022,1000001,10000002,100037,100038,100000007,,1,“전시 사령부입니다.지휘관님. 군수뇌부 측근으로 저메니의 스파이가 있다는 정보를 받아서이곳에 온 것 아닙니까. 어디 안좋으신 겁니까?”,,300000015,200000005,2000001
10023,1000001,10000002,100039,100040,100000007,,1,“그렇다면 작전은.. 다음에 하는게 좋을것 같습니다.”,,300000015,200000005,2000001
10024,1000001,10000002,100041,100042,100000007,,1,“알겠습니다. 일단 정보원이 보낸 사진부터 확인 하시죠.”,,300000015,200000001,2000001
10025,1000001,10000002,100043,100044,100000007,,,사령부 내부는 회의로 바쁘게 돌아가고 있다.,,300000015,,2000001
10026,1000001,10000002,100045,100046,100000007,,,"“넬리안 조안센, 당신이 스파이라는 사실을 알고있소.”나는 넬리안에게 다가가 조용히 속삭였다.",,300000015,,2000001
10027,1000001,10000002,100047,100048,100000007,1000000002,,넬리안은 눈치를 보다 사령부 밖으로 뛰어나가기 시작한다.,,300000015,,2000001
10028,1000001,10000002,100049,100050,100000007,1000000014,,넬리안은 강하게 부관에게 부딪혀 부관은 바닥에 쓰러진다.사령부의 문이 확 열리는 순간 침대 위에서 벌떡 일어난다.,,300000015,,2000001
10029,1000001,10000002,100051,100052,100000007,1000000002,,같이 뛰어나가 넬리안의 어깨를 잡는 순간 날카로운 것이 배에 박히는 느낌이 든다.,,300000015,,2000001
10030,1000001,10000002,100053,100054,100000007,,,나는 넬리안의 팔을 꽉잡고 도망가지 못하게 한다.넬리안이 뒤로 돌려고 한다.,,300000015,,2000001
10031,1000001,10000002,100049,100050,100000007,1000000014,,넬리안은 돌지 못하고 그대로 제압당한다.넬리안이 바닥에 처박히는 순간 침대 위에서 벌떡 일어난다.,,300000015,,2000001
10032,1000001,10000002,100051,100052,100000007,,,넬리안이 뒤로 도는 순간 날카로운 것이 배에 박히는 느낌이 든다.,,300000015,,2000001
10033,1000001,10000002,100055,100056,100000007,1000000014,,“넬리안 조안센! 당신이 스파이 행위에 대해 죄값을 물겠소!”나는 넬리안의 팔을 꺾어 바닥에 쓰러뜨렸다.,,300000015,,2000001
10034,1000001,10000002,100057,100058,100000007,,,넬리안의 다른 쪽 팔을 다리로 눌러 다리에 있는 나이프로 가는 것을 막았다.,,300000015,,2000001
10035,1000001,10000002,100049,100050,100000007,,,수갑을 채워 일으켜 세워 사령부 밖으로 끌고 나간다.문이 열리는 순간 침대 위에서 눈이 확 떠진다.,,300000015,,2000001
10036,1000001,10000002,100049,100050,100000007,1000000017,,주먹으로 넬리안의 머리를 내려친다.손에 타격감이 느껴지자 침대위에서 눈이 확 떠진다.,,300000015,,2000001
10037,1000001,10000002,100059,100060,100000007,,16,“아아아악!”넬리안은 비명을 지르며 몸부림치다 나를 떨쳐내고 일어난다.,,300000015,,2000001
10038,1000001,10000002,100051,100052,100000007,1000000006,,넬리안의 다리를 잡자 넬리안은 앞으로 고꾸라지며 데스크에 부딪혀 목이 부러진다.,,300000015,,2000001
10039,1000001,10000002,100051,100052,100000007,1000000014,,정확히 넬리안의 다리에 적중하며 넬리안은 중심을 잃고 쓰러진다.나는 달려가 넬리안의 팔에 수갑을 채우자 눈이 확 떠진다.,,300000015,,2000001
10040,1000001,10000003,100061,100062,100000001,,2,“병과학전략화사령부의 기술 시연회에 오신 여러분 환영합니다.”,,300000012,200000006,2000001
10041,1000001,10000003,100063,100064,100000001,,2,“오늘 여러 박사와 연구진들이 만든 장비들을 보시면서전장에 도입할 장비들을 한번 미리 체험해보시는 시간 갖길 바랍니다.”,,300000012,200000006,2000001
10042,1000001,10000003,100065,100066,100000001,,2,박사는 단상에서 내려와 나에게 다가온다.“자네도 왔는가! 지휘관. 오늘 여러 장비들을 한번 봐보시게.이게 미래의 전쟁을 좌지우지 할걸세”,,300000012,200000008,2000001
10043,1000001,10000003,100067,100068,100000001,,2,“그리고 좀 있다가 내 발표회를 좀 도와줄 수 있는가?”,,300000012,200000006,2000001
10044,1000001,10000003,100069,100070,100000001,,2,“역시 지휘관이야. 시원시원하구만. 그럼 조금있다 봄세.”박사는 다른 사람들과 인사를 하기위해 자리를 떴다.,,300000012,200000008,2000001
10045,1000001,10000003,100071,100072,100000001,,2,"시간이 좀 지난 후 박사의 차례가 되었고, 나는 함께 무대위에 섰다.“많이들 기다리셨습니다. 오늘의 하이라이트, 중성자탄 입니다!”",,300000012,200000006,2000001
10046,1000001,10000003,100073,100074,100000001,,2,“잘 물어봤습니다. 지휘관. 이 수류탄 안쪽은 굉장한 압력과 열로작은 블랙홀이 만들어져 있습니다. 그리고 이걸 누르면..”,,300000012,200000006,2000001
10047,1000001,10000003,100075,100076,100000001,1000000018,,내가 박사의 손을 막자 중성자탄은 그대로 무대아래로 굴러떨어졌다.그리고 폭발하며 작은 블랙홀 안으로 주변에 있는 것들을 빨아들이기 시작한다.,,300000012,,2000001
10048,1000001,10000003,100075,100076,100000001,1000000011,2,"""아!”박사의 외마디와 함께 폭발한 중성자탄은 주변의 모든 것을 빨아들이기 시작한다.",,300000012,200000007,2000001
10049,1000001,10000003,100077,100078,100000001,,2,“역시 갑작스러운 부탁이라 좀 그렇지? 알겠네. 지휘관.”박사는 다른 사람들과 인사를 하기위해 자리를 떴다.,,300000012,200000010,2000001
10050,1000001,10000003,100079,100080,100000001,,,"차세대 무기로는 레일건, 광학입자포 등 에너지 계열의 기술들이 많이 보인다.또한 자기부상을 접목한 기술들도 많이 보인다.",,300000012,,2000001
10051,1000001,10000003,100081,100082,100000001,,2,그리고 슈뢰딩거 박사의 차례가 되었다.“이 수류탄은 중성자탄으로 안쪽에 굉장한 압력과 열로작은 블랙홀이 만들어져 있습니다. 그리고 이걸 누르면..”,,300000012,200000006,2000001
10052,1000001,10000003,100075,100076,100000001,1000000011,,내 예감은 적중했다. 박사는 아 하는 외마디와 함께 자신이 버튼을 눌렀음을 알고 멈춰섰고곧 수류탄은 폭발과 함께 주변의 모든 것을 빨아들이기 시작한다.,,300000012,,2000001
10053,1000001,10000003,100075,100076,100000001,1000000011,,박사의 아 하는 외마디와 함께 수류탄은 폭발했고 주변의 모든 것을 빨아들이기 시작했고곧 나도 빨려들어가기 시작한다.,,300000012,,2000001
10054,1000001,10000004,100083,100084,100000008,,,“여긴 어디지.. 여긴 분명..”,,300000016,,2000001
10055,1000001,10000004,100085,100086,100000008,1000000002,,주변에서 발소리가 들려온다. 숨어서 상황을 지켜보니 저메니의 병사들이다.,,300000016,,2000001
10056,1000001,10000004,100087,100088,100000008,,,한 폐허의 집에서 작은 소녀가 손을 내밀어 흔든다.여기로 숨으라는 이야기인 것 같다.,,300000016,,2000001
10057,1000001,10000004,100089,100090,100000008,,17,“여기는 안전할 거에요.. 숨겨진 지하실도 있으니혹시 군인들이 들어와도 숨을 수 있어요.”,,300000016,200000023,2000001
10058,1000001,10000004,100091,100092,100000008,,17,“마을의 경계쪽으로 가면.. 피난민 캠프가 있어요.”,,300000016,200000023,2000001
10059,1000001,10000004,100093,100094,100000008,,,“나를 따라와. 아저씨가 피난민 캠프로 데려다 줄께.”소녀의 두눈이 반짝인다.,,300000016,,2000001
10060,1000001,10000004,100095,100096,100000008,1000000002,,문을 열고 소녀를 품에 안고 도망치기 시작한다.마음이 급해서 일까.. 내 뒤로 3명 정도의 발소리가 들려온다.,,300000016,,2000001
10061,1000001,10000004,100097,100098,100000008,1000000004,,"조금 시간이 걸렸지만 눈앞에 마을의 경계, 프란츠와 스페안의 국경이 보인다.그러다 다리에 총을 맞는다.“아저씨는 괜찮아 빨리 가!”",,300000016,,2000001
10062,1000001,10000004,100099,100100,100000008,1000000002,,"아이를 안고 달리는 것은 힘들다. 하지만 꽤 빠른 속도로 도착했다.마을의 경계, 프란츠와 스페안의 국경이 보인다.",,300000016,,2000001
10063,1000001,10000004,100101,100102,100000008,,,창문 밖으로 상황을 살피자 3명 정도의 군인이 주변을 살피는 것 같다.,,300000016,,2000001
10064,1000001,10000004,100097,100098,100000008,1000000005,,아뿔싸.. 너무 오래 지켜봤나 보다. 3명이던 병사는 어느새 7명 정도로 늘어났다.소녀의 겁먹은 달그락 소리에 몇명의 병사가 이 집으로 다가온다.,,300000016,,2000001
10065,1000001,10000004,100099,100100,100000008,,,도망치려면 지금이 기회다. 조용히 움직인다면 걸리지 않을 것이다.그 생각은 적중했다. 안전하게 도망치는데 성공했다.,,300000016,,2000001
10066,1000001,10000004,100103,100104,100000008,,,"아이에겐 미안하지만, 짐을 달고 도망칠 수 없다.“여기서 기다려. 아저씨가 도와줄 사람들을 데리고 올께.”",,300000016,,2000001
10067,1000001,10000004,100105,100106,100000008,,,폐허가 되었어도 익숙한 마을 길이다. 어디가 지름 길인지 잘 알고 있다.,,300000016,,2000001
10068,1000001,10000004,100097,100098,100000008,1000000014,,마을의 지름길은 울퉁불퉁하고 넘어지기 쉬운 길이다. 나는 넘어져 굴러떨어졌다.고개를 들자 저메니의 병사 몇명이 보인다..,,300000016,,2000001
10069,1000001,10000004,100107,100108,100000008,,,나는 느리지만 안전하게 피난민 캠프에 도착한다.그곳에서 여자아이를 잃어버렸다고 하는 부모를 만난다..,,300000017,,2000001
10070,1000001,10000004,100109,100110,100000008,,,폐허를 둘러보자 3명 정도의 병사가 보인다. 주변을 수색 하는 것 같다.,,300000016,,2000001
10071,1000001,10000004,100097,100098,100000008,1000000005,,아뿔싸.. 3명의 병사는 이 집쪽으로 다가오는 것이 보인다..소녀의 달그락 소리에 병사들은 달려온다.,,300000016,,2000001
10072,1000001,10000004,100107,100108,100000008,,,마을의 길은 폐허가 되었어도 나에겐 익숙한 길이다. 피난민 캠프까지 혼자 가는 것은 쉽다.그곳에서 여자아이를 잃어버렸다고 하는 부모를 만난다..,,300000017,,2000001
10073,1000001,10000005,100111,100112,100000009,,,밝은 불빛과 웃음소리가 들려오는 형형 색색의 드레스가 움직이는 공간이 보인다.,,300000018,,2000001
10074,1000001,10000005,100113,100114,100000009,,4,"“전쟁의 영웅이자, 뛰어난 능력으로 백작까지 올라간 오늘 파티의 주역!전선의 최전방의 지휘관!”",,300000018,200000011,2000001
10075,1000001,10000005,100115,100116,100000009,,4,“뭘 그렇게 멀찍이서 있는가? 위대한 지휘관님.오늘 이 파티는 다른이가 아닌 바로 지휘관님이 주인공일세!”,,300000018,200000011,2000001
10076,1000001,10000005,100117,100118,100000009,,4,“연줄도 없던 지휘관님께 여러 귀족들을 소개 해주는거지.한번에 백작이 되었으니 다른 귀족들과의 커넥션은 필요없다 이건가?”,,300000018,200000011,2000001
10077,1000001,10000005,100119,100120,100000009,,18,“역시 한번에 백작이 됐다더니.. 예의란걸 모르고 건방지네요.”,,300000018,200000024,2000001
10078,1000001,10000005,100121,100122,100000009,,,“하하하! 재미있는 농담이군요.그저 사전에 통보 받지 못한 파티에 당황해서 그랬을 뿐입니다.”,,300000018,,2000001
10079,1000001,10000005,100123,100124,100000009,,,귀족은 떨떠름한 표정으로 나를 바라본다.칫하는 혀를 차는 소리를 하고는 멀어진다.,,300000018,,2000001
10080,1000001,10000005,100125,100126,100000009,,,숨막히는 파티가 끝나간다.서둘러 자릴 뜨려고 문을 열자 쇼파에서 눈이 떠진다.,,300000018,,2000001
10081,1000001,10000005,100127,100128,100000009,,,귀족은 당황한 듯 머뭇거리다가 같이 목례를 했다.그리곤 쭈뼛대며 멀어진다.,,300000018,,2000001
10082,1000001,10000005,100129,100130,100000009,,,숨막히는 파티가 끝나간다.서둘러 자릴 뜨려고 문을 열자 쇼파에서 눈이 떠진다.,,300000018,,2000001
10083,1000001,10000005,100131,100132,100000009,,,“지금 예의없는 말을 하는 사람은 제가 아닌 것 같습니다만..여기 모두 나를 축하 하려는 것이 아닌 조롱하기 위한 것으로 보입니다.”,,300000018,,2000001
10084,1000001,10000005,100133,100134,100000009,1000000006,,그때 사람들 사이에서 박사가 튀어나온다.내 어깨에 손을 올리고는 화내지 말라고 하면서 날 구석으로 데려간다.,,300000018,200000006,2000001
10085,1000001,10000005,100135,100136,100000009,,2,“흠.. 이제 꿈에서 일어날 시간이네. 지휘관.”그 말과 함께 쇼파 위에서 눈이 번쩍 떠진다.,,300000018,200000006,2000001
10086,1000001,10000005,100137,100138,100000009,,2,"그때 사람들 사이에서 박사가 튀어나온다.“자..자 지휘관도, 귀족분들도 싸우지 마시고..”",,300000018,200000010,2000001
10087,1000001,10000005,100139,100140,100000009,1000000019,2,“자네는 이제 정신 차리게”박사가 날 향해 손가락을 튕겼고 쇼파에서 눈이 번쩍 떠진다.,,300000018,200000006,2000001
10088,1000001,10000006,100141,100142,100000010,,,‘여긴.. 왕궁의 복도이다.. 내가 여기에 무슨일로 왔던가..’,,300000019,,2000001
10089,1000001,10000006,100143,100144,100000010,,,벽을 짚어가며 천천히 무거운 몸을 이끌고 왕궁의 복도를 걸어간다.,,300000019,,2000001
10090,1000001,10000006,100145,100146,100000010,,,살짝 열려있는 문틈으로 익숙한 목소리들이 들린다.,,300000019,,2000001
10091,1000001,10000006,100147,100148,100000010,,,살짝 열려있는 문틈사이로 익숙한 실루엣이 보인다.머리가 아파오며 그들의 목소리가 크게 들린다.,,300000019,,2000001
10092,1000001,10000006,100149,100150,100000010,,3,“당신 말대로 ….을 지휘관으로 배치했소.. 약속은 확실한 것 이겠지? 박사.”,,300000019,200000016,2000001
10093,1000001,10000006,100151,100152,100000010,,2,“잘했네. 국왕. 내 약속은 반드시 지키니.. 걱정하지 말게.”,,300000019,200000006,2000001
10094,1000001,10000006,100153,100154,100000010,,2,“국왕. 잠시만. 쥐새끼가 있는 것 같군 그래.”,,300000019,200000006,2000001
10095,1000001,10000006,100155,100156,100000010,,,재빨리 자리를 뜨기엔 몸이 따라주지 않는다.숨이 차고 움직임이 너무 느리다.,,300000019,,2000001
10096,1000001,10000006,100157,100158,100000010,,2,“자네가 아직 알아선 안되는 정보를 알았군.. 다 잊고 잠이나 푹자시게.”,,300000019,200000006,2000001
10097,1000001,10000006,100157,100158,100000010,1000000014,2,“이건.. 일어나선 안되는 일일텐데.. 흠.. 의무병! 이리와보게.”의무병이 날 들어올리는 느낌이 든다.,,300000019,200000007,2000001
10098,1000001,10000006,100159,100160,100000010,,,빠르게 움직이는 것은 불가능하다.이대로 숨을 만한 곳으로 들어가는게 좋겠다.,,300000019,,2000001
10099,1000001,10000006,100157,100158,100000010,1000000001,2,다행히 빈 방으로 보인다. 나는 방의 책상 아래로 숨는다.“분명.. 이 방으로 숨은 것 같았는데..”,,300000020,200000010,2000001
10100,1000001,10000006,100161,100162,100000010,1000000001,2,냄새가 지독한 창고로 숨는다. 다행히 아무도 없다.“분명.. 복도에서 소리가 났는데..”,,300000021,200000010,2000001
10101,1000001,10000007,100163,100164,100000011,1000000021,,"크리스마스, 총알이 빗발치던 전장에는 간이 운동장이 생겼고서로 총구를 향하던 병사들이 함께 웃으며 축구를 하고 있다.",,300000013,,2000001
10102,1000001,10000007,100165,100166,100000011,,19,“지휘관님! 같이 한게임하시죠!”병사 중 한명이 나를 향해 손을 흔들며 이야기한다.,,300000013,200000025,2000001
10103,1000001,10000007,100167,100168,100000011,,,“저메니의 지휘관. 자네도 와서 한게임하는 건 어떤가? 모처럼 아닌가!”,,300000013,,2000001
10104,1000001,10000007,100169,100170,100000011,,,저메니의 지휘관도 못이긴 척 몸을 풀며 운동장으로 걸어 나온다.,,300000013,,2000001
10105,1000001,10000007,100171,100172,100000011,1000000022,,휘슬 소리와 함께 공은 하늘위로 높게 올라갔다.마이볼! 하고 크게 외쳐본다.,,300000013,,2000001
10106,1000001,10000007,100173,100174,100000011,,,헤딩으로 오른쪽으로 달리던 병사에게 패스한다.나는 어디로 뛰어갈까..,,300000013,,2000001
10107,1000001,10000007,100175,100176,100000011,1000000021,,정면으로 달려가니 옆으로 저메니의 지휘관이 붙는다.몸싸움이 시작 될 것 같다.,,300000013,,2000001
10108,1000001,10000007,100177,100178,100000011,,,몸싸움으로 붙은 지휘관과 접전 끝에 나는 골대의 오른쪽 상단을 향해 볼을 찬다.,,300000013,,2000001
10109,1000001,10000007,100179,100180,100000011,,,몸싸움은 피하고 싶다. 무엇보다 페어플레이가 중요하니까!아뿔싸.. 그러다 공을 빼앗기고 만다.,,300000013,,2000001
10110,1000001,10000007,100181,100182,100000011,,,왼편이 비어있다! 왼편으로 파고들어 골을 넣을 수 있을 것 같다.저메니의 지휘관이 공을 잡고 있다.,,300000013,,2000001
10111,1000001,10000007,100177,100178,100000011,1000000020,,쭉 미끌어지며 저메니의 지휘관이 가지고 있던 볼을 뺏었다.그대로 쭉 차서…!,,300000013,,2000001
10112,1000001,10000007,100179,100180,100000011,1000000014,,자신있는 멋진 개인기로 저메니의 지휘관의 공을 뺏으려고 하지만.. 그대로 넘어졌다.적 지휘관의 피식하는 웃음을 느꼈다.,,300000013,,2000001
10113,1000001,10000007,100183,100184,100000011,,,가슴으로 트래핑한 볼은 그대로 내 발아래로 떨어져 다음 움직임을 기다리고 있다.,,300000013,,2000001
10114,1000001,10000007,100185,100186,100000011,,,적의 수비수인 저메니의 지휘관이 나를 막으려 달려온다.,,300000013,,2000001
10115,1000001,10000007,100177,100178,100000011,1000000020,,자신있는 멋진 개인기로 저메니의 지휘관을 제치고 볼을 강하게 찬다.,,300000013,,2000001
10116,1000001,10000007,100179,100180,100000011,1000000014,,철퍽 하는 소리와 함께 뒤로 넘어진다.볼을 뺏은 저메니의 지휘관은 나를 제치고 달려간다.,,300000013,,2000001
10117,1000001,10000007,100187,100188,100000011,,,바로 왼편의 병사에게 패스를 하고 달려갈 준비를 한다.,,300000013,,2000001
10118,1000001,10000007,100179,100180,100000011,,,그대로 정면으로 뛰어 들어간다.마이볼을 외쳐 볼을 받았지만.. 저메니의 지휘관에게 빼앗겨 버렸다.,,300000013,,2000001
10119,1000001,10000007,100177,100178,100000011,1000000020,,오른편으로 달려들어가 높게 뜬볼을 받았다.그대로 슛!,,300000013,,2000001
10120,1000001,10000008,100189,100190,100000001,,,‘분명 난 쇼파에서 잠시 눈을 붙였을 터인데.. 어째선지 박사와 의무대에 와있다.’,,300000005,,2000001
10121,1000001,10000008,100191,100192,100000001,,2,“병사들이 아주 끔찍한 일들을 당했구만.. 이들은 어찌하다 이렇게 되었는가?”,,300000005,200000007,2000001
10122,1000001,10000008,100193,100194,100000001,,2,“그래서 병사들이 신체결손이 발생 한 거로군..그래서 말이네 내 친구들이 이걸 도와주려고 하네.”,,300000005,200000006,2000001
10123,1000001,10000008,100195,100196,100000001,,2,“먼저 테슬라 박사의 바이오닉 기술로 만든 인공신체!그리고 스텐리 박사의 신체 재생을 위한 유전자 강화 주사! 선택해 보게!”,,300000005,200000006,2000001
10124,1000001,10000008,100197,100198,100000001,,2,“티타늄 합금으로 만들어 강철로 만든 다른 바이오닉 신체들에 비해훨씬 가볍고 강도도 높네!”,,300000005,200000006,2000001
10125,1000001,10000008,100199,100200,100000001,,2,“기존 근육의 움직임을 읽고 이전 움직임을 모방하는 것이 아닌뇌파를 직접 해석해 더욱 자연스러운 움직임을 구현했네.”,,300000005,200000006,2000001
10126,1000001,10000008,100201,100202,100000001,,2,“물론.. 티타늄이 그리 저렴한 소재는 아니지.. 가격은 조금 나가지만다시 병사들이 이전과 같이 완벽하게 움직일 수 있네.”,,300000005,200000006,2000001
10127,1000001,10000008,100203,100204,100000001,1000000023,,‘아무리 금액이 높다 한들 나라를 위해 희생한 병사들이다..이들을 위해 해줄 수 있는 것은 무엇이든 해줘야 한다.’,,300000005,,2000001
10128,1000001,10000008,100203,100204,100000001,1000000023,,‘자원이 너무나도 부족한 상황이다.안타깝지만 지금은 전투가능한 자들에게 그 자원이 돌아가야 한다.’,,300000005,,2000001
10129,1000001,10000008,100205,100206,100000001,,2,“음.. 일반 신체보다 더 강화된 신체니까 전투도 가능하네만..이들의 정신적인 부분은 잘 모르겠네.”,,300000005,200000010,2000001
10130,1000001,10000008,100203,100204,100000001,1000000023,,‘이들은 이미 전쟁으로 큰 고통을 입은 자들이다.이들의 정신적 측면을 고려할때 다시 투입하는 것은 옳지 않다.’,,300000005,,2000001
10131,1000001,10000008,100203,100204,100000001,1000000023,,‘지금 당장 전력이 될 수 있다면 한명이라도 더 필요하다..이들의 정신적인 부분은 지금 당장 고려할 여유가 없다.’,,300000005,,2000001
10132,1000001,10000008,100207,100208,100000001,,2,“도마뱀의 유전자를 기반으로 신체 재생을 시켜 다시 결손부위를 자라나게 하는 것일세.”,,300000005,200000006,2000001
10133,1000001,10000008,100209,100210,100000001,,2,“정확히는 도마뱀의 유전자와 인간 유전자가 결합되는 것이라신체 능력이 놀랍도록 상승할 것으로 예측되네. 다만 폭력성이 커진다는 부분이 있지.”,,300000005,200000006,2000001
10134,1000001,10000008,100211,100212,100000001,,2,“혈청 자체는 비용이 적으나.. 안정적인 유전자 변형을 위한 비타광선 쉘 제작과혈청 주입동안 사용해야할 고출력 에너지가 필요하네.”,,300000005,200000006,2000001
10135,1000001,10000008,100203,100204,100000001,1000000023,,‘지금 당장 병사 한명 한명이 귀하다. 강해진 전력을 만들 수 있다면 뭐든 해야한다.’,,300000005,,2000001
10136,1000001,10000008,100203,100204,100000001,1000000023,,‘지금은 물자가 너무 귀한 시기이다. 도움이 될지 몰라도 불확실한 것에 전운을 걸 수는 없다.’,,300000005,,2000001
10137,1000001,10000008,100213,100214,100000001,,2,“음 혈청이 주입된 피험체는 평소 성격보다 눈에 띄게 호전적으로 바뀌었다고 하네.”,,300000005,200000010,2000001
10138,1000001,10000008,100203,100204,100000001,1000000023,,‘적당히 호전적인 병사는 전투에 큰 도움이 된다. 이를 잘 활용한다면 꽤 유용할 것이다.’,,300000005,,2000001
10139,1000001,10000008,100203,100204,100000001,1000000023,,‘눈에 띄게 바뀔 정도라면 그것은 큰 변화일 것이다.그 폭력성이 적군을 향한다는 보장은 할 수 없다.’,,300000005,,2000001
10140,1000001,10000009,100215,100216,100000008,,,‘아직 잠이 덜 깬것 같다.. 하지만 누군가 이 방에 숨어 들어왔다는 사실은 알 수 있다.’,,,,2000001
10141,1000001,10000009,100217,100218,100000008,1000000005,,‘무언가 훔치려는 듯 달그락 거리는 소리가 들려온다. 뭐를 훔치려는 걸까..?’,,,,2000001
10142,1000001,10000009,100219,100220,100000008,1000000003,,‘일단은 숨 죽이고 들려오는 소리에 집중하자.’,,,,2000001
10143,1000001,10000009,100221,100222,100000008,,,‘내 숙소에 있을 법한 종이.. 중요한 전략에 대한 정보들이 적힌 종이일것 이다.’,,,,2000001
10144,1000001,10000009,100223,100224,100000008,1000000003,,‘책상에서 뭔가를 꺼내어 읽고 있는 것 같다.’,,,,2000001
10145,1000001,10000009,100225,100226,100000008,,,‘덮치려면 지금이 기회일 것이다.’,,,,2000001
10146,1000001,10000009,100227,100228,100000008,1000000017,,누워있던 자리에서 일어나 그자를 밀어 책생에 부딪히게 한다.그리곤 그자를 의자에 묶고 얼굴을 봐도 누군지 모르겠다.,,,,2000001
10147,1000001,10000009,100229,100230,100000008,,20,“내가.. 대답할 것이라고 생각하나?”,,200000026,,2000001
10148,1000001,10000009,100231,100232,100000008,,20,“하. 죄를 묻지 않는다? 거짓말도 이런 거짓말이 없군.. 지휘관.”,,200000026,,2000001
10149,1000001,10000009,100233,100234,100000008,,,그자는 저메니어로 알 수 없는 말을 하더니 입에서 거품을 물고 쓰러진다.입안에 독이 있었나보다..,,,,2000001
10150,1000001,10000009,100233,100234,100000008,,20,“허세부리는군.. 지휘관..”그자는 입에 거품을 물고 쓰러진다. 입안에 독이 있었나 보다.,,200000027,,2000001
10151,1000001,10000009,100235,100236,100000008,,20,“정말.. 날 살려 주는 것인가? 이대로 돌아가도 난 개죽음이야.”,,200000026,,2000001
10152,1000001,10000009,100237,100238,100000008,,20,“조금만 시간을 주게.. 나도 생각해봐야 할 것 같네.”이상하게 다시 잠이 몰려온다.,,200000026,,2000001
