AnswerID,Text_KR,Text_EN,NextTextID,AnswerReward,Font_Direction
100123,‘결국 악수는..’,,10080,,
100124,‘해주지 않는구나.’,,10080,,
100125,‘아.. 진짜 숨막히는 줄 알았다..’,,,정치력 10 하락,
100126,‘다시는 하고 싶지 않은 경험이다.’,,,정치력 10 하락,
100127,‘셈이 났을뿐..’,,10082,정치력 10 상승,
100128,‘근본적으로 나쁜 사람은 아니다.’,,10082,정치력 10 상승,
100129,‘아.. 진짜 숨막히는 줄 알았다..’,,,,
100130,‘다시는 하고 싶지 않은 경험이다.’,,,,
100131,앞에 있는 책상을 쾅 친다.,,10084,,2000009
100132,삿대질을 하며 화낸다.,,10086,,2000009
100133,“박사.. 대체 어디서 튀어 나온겁니까?”,,10085,,
100134,“여기서 뭘 하고 계셨던겁니까?”,,10085,,
100135,“뭐야..”,,,,
100136,“이상한 꿈이다..”,,,,
100137,“박사.. 대체 어디서 튀어 나온겁니까?”,,10087,,
100138,“여기서 뭘 하고 계셨던겁니까?”,,10087,,
100139,“뭐야..”,,,,
100140,“이상한 꿈이다..”,,,,
100141,‘잘은 모르겠지만 땀범벅이다.’,,10089,,
100142,‘잘은 모르겠지만 숨이 가쁘다.’,,10089,,
100143,그때 들려오는 소리에 귀기울인다.,,10090,,2000009
100144,문틈 사이를 힐끗 봐본다.,,10091,,2000009
100145,‘저건 분명.. 박사와..’,,10092,,
100146,‘국왕폐하의 목소리다..’,,10092,,
100147,‘저건 분명.. 박사와..’,,10092,,
100148,‘국왕폐하의 실루엣이다.’,,10092,,
100149,‘약속..? 무슨 말씀을 하시는 거지..’,,10093,,
100150,‘나를 지휘관으로 배치한건.. 박사이건가..’,,10093,,
100151,‘박사와 폐하는 대체..’,,10094,,
100152,‘무슨 약속을 한걸까..’,,10094,,
100153,들킨 것 같다. 재빨리 자리를 뜬다.,,10095,,2000009
100154,들킨 것 같다. 근처의 방으로 숨는다.,,10098,,2000009
100155,필사적으로 걸어간다.,,10096,,2000009
100156,어쩔수 없다.. 기절한 척 하자!,,10097,,2000009
100157,땀에 젖은채 침대에서 일어난다.,,,,
100158,가쁜숨을 몰아쉬며 침대에서 일어난다.,,,,
100159,근처에 보이는 아무방이나 골라서 들어간다.,,10099,,2000009
100160,근처에 보이는 창고로 숨는다.,,10100,,2000009
100161,코를 막으며 침대에서 일어난다.,,,,
100162,인상을 찌푸리며 침대에서 일어난다.,,,,
100163,‘몇일 전만해도 상상할 수 없는 일이다.’,,10102,,
100164,‘믿을 수 없는 일이군.’,,10102,,
100165,‘모처럼이니..’,,10103,,
100166,‘이 즐거운 시간을 만끽하자.’,,10103,,
100167,저메니의 지휘관에게 손짓한다.,,10104,,
100168,저메니의 지휘관에게 손을 흔든다.,,10104,,
100169,‘멋진 모습을 보여주자..’,,10105,,
100170,‘그럼 병사들의 사기도 오를터.’,,10105,,
100171,높은 뜬 볼이다. 헤딩으로 패스하자.,,10106,,2000009
100172,높은 뜬 볼이다. 가슴으로 트래핑한다.,,10113,,2000009
100173,그대로 정면으로 뛰어간다.,,10107,,2000009
100174,왼쪽으로 뛰어간다.,,10110,,2000009
100175,‘몸싸움에서 질 생각없다!’,,10108,,2000009
100176,‘안전제일. 페어플레이가 중요하다.’,,10109,,2000009
100177,골인! 이라고 소리치며 침대에서 일어난다.,,,리더십 20상승,
100178,완전 개운한 느낌으로 침대에서 일어난다.,,,리더십 20상승,
100179,아쉬움이 가득한 채 침대에서 일어난다.,,,,
100180,아! 하는 탄성과 함께 침대에서 일어난다.,,,,
100181,태클로 볼을 뺏으려고 한다.,,10111,,2000009
100182,화려한 개인기로 볼을 뺏어본다.,,10112,,2000009
100183,그대로 돌파다! 볼을 차며 달려간다.,,10114,,2000009
100184,연계가 중요하다. 패스!,,10117,,2000009
100185,개인기로 수비수를 뚫는다.,,10115,,2000009
100186,몸싸움으로 돌파다!,,10116,,2000009
100187,허를 찌르자! 정면 돌파!,,10118,,2000009
100188,오른편으로 달려가 공격하자!,,10119,,2000009
100189,“그래서 박사.. 무슨 일입니까?”,,10121,,
100190,“의무대에는 어쩐일 입니까?”,,10121,,
100191,“적군의 폭격을 맞고”,,10122,,
100192,“적군의 지뢰를 밟고”,,10122,,
100193,“어떻게 도와주려는 겁니까?”,,10123,,
100194,“도움이라니.. 어떤 것입니까?”,,10123,,
100195,인공신체,,10124,,2000009
100196,유전자 강화 주사,,10132,,2000009
100197,“작동원리는 어떻게 되는 겁니까?”,,10125,,
100198,“어떤 방식으로 움직이는 겁니까?”,,10125,,
100199,“가격이 어떻게 됩니까?”,,10126,,2000009
100200,“전투에 투입이 가능합니까?”,,10129,,2000009
100201,“그럼 제작을 부탁하죠.”,,10127,카르마 20 상승,2000009
100202,“너무 높은 금액입니다.”,,10128,물자 10 상승,2000009
100203,그때 울리는 알람소리에 눈이 떠진다.,,,,
100204,전화벨 소리에 눈이 떠진다.,,,,
100205,“이들의 트라우마도 고려 해야겠군요.”,,10130,카르마 10 상승,2000009
100206,“당장 전력 한명한명이 귀합니다.”,,10131,카르마 10 하락,2000009
100207,“부작용은 없습니까?”,,10133,,2000009
100208,“위험 부담이 있지는 않습니까?”,,10133,,2000009
100209,“비용은 어느정도 됩니까?”,,10134,,2000009
100210,“폭력성이라 하면.. 어느정도입니까?”,,10137,,2000009
100211,“그럼 시작해주게.”,,10135,카르마 10 하락,2000009
100212,“다음 기회에 하도록 하지..”,,10136,물자 10 상승,2000009
100213,“적당히 호전적인 것은 전투에 도움이 됩니다.”,,10138,카르마 10 하락,2000009
100214,“눈에 띄게 바뀐다라.. 우려되는 군.”,,10139,카르마 20 상승,2000009
100215,자는척 한다.,,10141,,
100216,숨죽이고 실눈을  뜬다.,,10141,,2000009
100217,계속 자는 척 한다.,,10142,,2000009
100218,조용히 고개를 돌려 상황을 살핀다.,,10144,,
100219,‘종이 넘기는 소리가 들린다.’,,10143,,
100220,‘종이 만지는 소리가 난다.’,,10143,,
100221,‘일단 지금 제압을 해야겠다.’,,10146,,
100222,‘빨리 제압해야 겠다.’,,10146,,
100223,‘얼굴은 잘 안보이는걸..’,,10145,,
100224,‘실루엣을 보니 아는 사람은 아닌 것 같다.’,,10145,,
100225,‘일어나서 바로 덮치자.’,,10146,,
100226,‘체격을 보니 충분히 제압할 것 같다.’,,10146,,
100227,“자네.. 누구인가?”,,10147,,2000009
100228,일단 얼굴을 주먹으로 한번 때린다.,,10154,,2000009
100229,“협조한다면 죄는 묻지 않을 걸세.”,,10148,,2000009
100230,“생각 잘 해보게.. 지금 협조만 잘 한다면죽는 일은 없을 걸세.”,,10151,,2000009
100231,‘거짓말.. 들킨건가.’,,10149,,2000009
100232,“난 폐하가 직접 임명한 지휘관이다그정도 능력은 있지.”,,10150,,2000009
100233,찜찜한 기분으로 잠에서 깬다.,,,,
100234,당황스런 기분으로 잠에서 깬다.,,,,
100235,“당연하지. 난 폐하가 직접 임명한 지휘관이야.”,,10152,,2000009
100236,“걱정하지말게. 난 거짓말 하지 않아.”,,10153,,2000009
100237,너무 사실 같이 느껴지는 꿈이다.,,,,
100238,생생한 꿈에 확 일어난다.,,,,
100239,입안을 뒤져 음독자살을 막는다.,,10155,,2000009
100240,손톱을 뽑는다.,,10158,카르마 10 하락,2000009
100241,일어나길 기다린다.,,10156,,2000009
100242,바로 고문을 한다.,,10157,카르마 10 하락,2000009
100243,대화를 시도하다 꿈에서 깬다.,,,카르마 10 상승,2000009
100244,고문을 시도하다 꿈에서 깬다.,,,카르마 10 하락,2000009
100245,“음독할 수 없네. 내가 이미 조치를 취해뒀어.”,,10159,,
100246,"“이제 내가 묻는 말에 대답하는게 좋을 꺼야.""",,10159,,
100247,‘벨리에는 전쟁에 가장 가까운 지역으로..’,,10161,,
100248,‘가장 큰 피해를 입고 있을 것이다.’,,10161,,
100249,벨리에의 도시를 둘러본다.,,10162,,2000009
100250,벨리에 시민들의 이야기를 들어본다.,,10172,,2000009
100251,주변을 둘러보니..,,10163,,
100252,무너진 성당의 신부가 보인다.,,10163,,
100253,“반갑습니다. 신부님.”,,10164,,
100254,“안녕하세요. 신부님.”,,10164,,
100255,“아름답던 도시가 망가져서..”,,10165,,
100256,“많이 아쉬움을 느끼고 있습니다.”,,10165,,
100257,“그 상처는 어떻게 치유할 수 있을까요?”,,10166,,2000009
100258,“전쟁이 끝나면 보상 받으실 겁니다.”,,10169,,2000009
100259,“알고 있습니다. 그 부분은 죄송합니다.”,,10167,,2000009
100260,“우리가 죄인은 아니지 않습니까.”,,10168,,2000009
100261,착잡한 마음으로 쇼파에서 일어난다.,,,,
100262,불편한 마음으로 쇼파에서 일어난다.,,,,
100263,“그럼 저희가 뭘 어떻게 할 수 있습니까?”,,10170,,2000009
100264,“시간이 지나면 회복 되겠죠.”,,10171,,2000009
100265,“저기.. 안녕하십니까?”,,10173,,
100266,“할아버님. 안녕하십니까?”,,10173,,
100267,“벨리에의 피해가 많죠?”,,10174,,
100268,“요즘 많이 힘드신거 압니다.”,,10174,,
100269,“그.. 죄송합니다.”,,10175,,2000009
100270,“전시니 저희도 이게 어쩔 수 없습니다.”,,10176,,2000009
100271,대화를 이어가기 어렵다.,,10177,,
100272,이쯤에서 그만하는게 좋겠다.,,10177,,
100273,거짓말 한다.,,10178,,2000009
100274,사실대로 말한다.,,10179,,2000009
200001,“안그래도 바쁩니다만.”,,20002,,
200002,“지금 정신없는 상황입니다만.”,,20002,,
200003,‘속는 셈 치고..’,,20003,,
200004,‘한번 같이 들어보자.’,,20003,,
200005,‘누군가의 연구실과는 많이 다르군.’,,20004,,
200006,‘방호복까지 입어야 한다니. 철저하군.',,20004,,
200007,‘원숭이 소리인가?’,,20005,,2000009
200008,‘강아지 소리인가?’,,20013,,2000009
200009,“왜 우주 기술에서 원숭이가?”,,20006,,
200010,“왜 우주 기술에서 동물 소리가?”,,20006,,
200011,“탄도 미사일?”,,20007,,2000009
200012,“그렇다고 동물을..”,,20010,,2000009
200013,“그렇다면 어서 개발 되는 편이 좋겠군요.”,,20008,,2000009
200014,“그렇다고 해서 동물로 실험은..”,,20009,,2000009
200015,“알겠습니다.”,,,카르마 20 하락,
200016,“그럼 그렇게 하십시오.”,,,카르마 20 하락,
200017,“참 어렵군요.”,,,카르마 10 하락,
200018,“이건 딜레마이군요.”,,,카르마 10 하락,
200019,“이건 윤리적인 딜레마군요.”,,20011,,2000009
200020,“모든 생명은 소중합니다.”,,20012,,2000009
200021,‘박사는 평소에도 이런..’,,,카르마 20 상승,
200022,‘생각을 하고 있는 걸까.’,,,카르마 20 상승,
200023,“그렇다고 해도..”,,,,
200024,“이건 용납할 수 없습니다.”,,,,
200025,“왜 우주 기술에서 강아지가?”,,20014,,
200026,“왜 우주 기술에서 동물 소리가?”,,20014,,
200027,“인공 중력 기술이요?”,,20015,,2000009
200028,“그렇다고 동물을..”,,20010,,2000009
200029,“어서 개발되는 것이 좋겠군요.”,,20016,,2000009
200030,“그렇다고 동물에게 고통을 주는 것은..”,,20017,,2000009
200031,“안녕하십니까.”,,20019,,
200032,“장관님 절 부르신 이유가..”,,20019,,
200033,“네 한번 이야기를 들어 보겠습니다.”,,20020,,
200034,“제 의견이 도움이 되면 좋겠습니다.”,,20020,,
200035,“확실히 크기가 작네요.”,,20021,,
200036,“확실히 가벼워 보이네요.”,,20021,,
200037,“장관님 생각은 어떠신가요?”,,20022,,
200038,“장관님의 의견은 무엇인가요?”,,20022,,
200039,크리티앙 박사의 편을 든다.,,20023,,2000009
200040,장관의 편을 든다.,,20030,,2000009
200041,“금전적인 부분을 생각해야 합니다.”,,20024,,2000009
200042,“기술적인 부분을 생각해야 합니다.”,,20027,,2000009
200043,“전쟁 중이라 그 정도 비용은 없을 것 입니다.”,,20025,정치력 10 상승,2000009
200044,“지금도 이미 큰 금액을 들인 것으로 압니다.”,,20026,정치력 10 상승,2000009
200045,“알고 있습니다.”,,,,
200046,“이해해 주셔서 감사합니다.”,,,,
200047,“그냥 회로나 조금 바꾼다고될 것은 아닌 것 같습니다.”,,20028,정치력 10 하락,2000009
200048,“아예 외관부터 싹 뜯어 고쳐야 할 것 같습니다.”,,20029,정치력 10 하락,2000009
200049,“확실히 레이더가 있으면 좋을 것 같습니다.”,,20031,,2000009
200050,“확실히 위성 무기가 있다면 좋을 것 같습니다.”,,20034,,2000009
200051,“다만.. 추가비용을 받는게 쉽지 않을 겁니다.”,,20032,"병력 10 상승,정치력 10 상승,물자 10 상승",2000009
200052,“다만.. 기술적으로 빠른시일 안에 될지가..”,,20033,"정치력 10 하락,병력 10 상승",2000009
200053,“감사합니다.”,,,,
200054,“장관님 덕분 입니다.”,,,,
200055,“알겠습니다.”,,,,
200056,“잘 부탁 드리겠습니다.”,,,,
200057,“여러 무기 시스템을 갖출 수 있을 것 입니다.”,,20035,"정치력 10 상승,병력 10 상승",2000009
200058,“다만.. 기술적으로 빠른시일안에 될지가..”,,20033,"정치력 10 하락,병력 10 상승",2000009
200059,“네 맞습니다.”,,,,
200060,“장관님 말이 맞습니다.”,,,,
200061,“박사. 부른 이유가 무엇입니까?”,,20037,,
200062,“저를 찾으신 이유가 무엇입니까?”,,20037,,
200063,“좋습니다. 어떤 무기인가요?”,,20038,,
200064,“한번 봅시다.”,,20038,,
200065,‘박사의 이름 짓는 능력은 최악이군.’,,20039,,
200066,“이름이 굉장히 직관적입니다.”,,20039,,
200067,위력에 대해 묻는다.,,20040,,2000009
200068,작동 방식에 대해 묻는다.,,20048,,2000009
200069,“단순 비교입니까?”,,20041,,
200070,“같은 면적에 가하는 위력입니까?”,,20041,,
200071,“피해 규모는 어느정도 입니까?”,,20042,,2000009
200072,“사람이 있다면 어떻게 됩니까?”,,20045,,2000009
200073,위성 발사를 허가한다.,,20043,"카르마 10 하락,물자 40 하락,병력 40 상승",2000009
200074,위성 발사를 허가하지 않는다.,,20044,,2000009
200075,‘박사 말이 맞다.’,,,,
200076,‘대비책이지 직접 사용하려는 것은 아니다.’,,,,
200077,“대신 다른 방식으로 이용할 수 있는 방법을..”,,,,
200078,“다른 사용 방법을 모색하면 좋겠습니다.”,,,,
200079,“피해 범위는 줄일 수 있습니까?”,,20046,,2000009
200080,“그 정도면 금지 무기가 될 것 같습니다.”,,20047,,2000009
200081,“그럼 적진에 쓰도록 하죠.”,,,"카르마 20 하락,물자 40 하락,병력 40 증가",
200082,“매우 위험한 무기 같습니다.”,,,카르마 10 상승,
200083,“그렇다고 해도 너무 비인간적인 무기입니다.”,,,카르마 10 상승,
200084,“듣고보니 그렇군요.”,,,"카르마 40 하락,물자 40 하락,병력 40 증가",
200085,“다른 피해는 없습니까?”,,20049,,
200086,“문제 될만한 요소가 있습니까?”,,20049,,
200087,“테스트 결과를 보여주시죠.”,,20050,,2000009
200088,“다른 연구자들의 의견서를 보여주시죠.”,,20051,,2000009
200089,“이건 위험하지 않습니까? 박사.”,,20052,카르마 20 상승,2000009
200090,“이 정도면 지면도 증발하는 것 아닙니까?”,,20053,,2000009
200093,“이건.. 허가 할 수 없습니다.”,,,,
200094,“초전도체 기술만 다른 방향으로 사용합시다.”,,,,
200095,“이건.. 허가 할 수 없습니다.”,,,카르마 20 상승,
200096,“뭐.. 그렇다면 적진에만 사용하는 것으로..”,,,"카르마 40 하락,물자 40 하락,병력 40 증가",
200097,“이리 줘보게.”,,20055,,
200098,“내가 읽어보겠네.”,,20055,,
200099,“곤란하군.. 지도를 보니 분쟁지역이야.”,,20056,,
200100,“분명 저메니도 이를 파악했을 터인데..”,,20056,,
200101,“슈뢰딩거 박사에게 에너지에 대해조사해 보라고 하게.”,,20057,,2000009
200102,“제롬 상사에게 이를 알아보도록 전달해 주게.”,,20059,,2000009
200103,“그럼 보호복이 필요 하겠군.”,,20058,,
200104,“완벽하게 방사능을 차단해 줄케이스도 필요하고.”,,20058,,
200105,“보호복도 많지 않은데..”,,20061,,
200106,“불행 중 다행이군.”,,20061,,
200107,“구체적으로 작전이 언제 시행 되는가?”,,20060,,
200108,“저메니의 회수 작전은 언제 시행 되는가?”,,20060,,
200109,“그렇다면 우리도 서둘러야겠군.”,,20061,,
200110,“저메니에서 오기전에 회수해야 좋을 것 같네.”,,20061,,
200111,“무력충돌은 피하고 싶네만..”,,20062,,2000009
200112,“불가피 하다면 어쩔 수 없지.”,,20065,,2000009
200113,“서두르도록 하지.”,,20063,,2000009
200114,“포기하도록 하지.”,,20064,정치력 10 하락,2000009
200115,보호복을 챙긴다.,,,물자 10 하락,
200116,혹시 모르니 무기를 챙긴다.,,,병력 20 하락,
200117,‘분명 연구부 장관님이 싫어하겠군.’,,,,
200118,‘뭐 어쩔 수 없지.’,,,,
200119,“모두 무장하고 회수하도록.”,,20066,,2000009
200120,“경계인원만 무장하고 회수하도록.”,,20067,,2000009
200121,“무슨 큰일이 있겠는가?”,,,"카르마 10 하락,병력 10 하락",
200122,“회수인원 딱 2명만 보호복을 입도록.”,,,"카르마 10 상승,물자 10 하락",
200123,“최소인원 2명으로 하게.”,,,"카르마 10 상승,물자 10 하락",
200124,“최대인원 5명으로 하게.”,,,"카르마 20 상승,물자 20 하락",
200125,“부관. 수신기 확인 부탁하네.”,,20069,,
200126,“문서 내용은 무엇인가?”,,20069,,
200127,“군사용 위성이라..”,,20070,,
200128,“띄우지 못하게 하는 것이 좋을 것 같네만.”,,20070,,
200129,“그 방법 뿐인가?”,,20071,,
200130,“다른 방법은 없는가?”,,20071,,
200131,“연구소 폭파도..”,,20072,,
200132,“상의 없는 선제 공격이라..”,,20072,,
200133,“발생할 피해는?”,,20073,,2000009
200134,“얻을 수 있는 이익은?”,,20080,,2000009
200135,“연구원들은 민간인 아닌가..민간인 피해가 발생한다라.”,,20074,,2000009
200136,“위성무기는 방어하기에 너무 까다롭다.어쩔 수 없는 희생이군.”,,20077,,2000009
200137,폭파규모를 줄인다.,,20075,,2000009
200138,대피할 시간을 준다.,,20076,,2000009
200139,“그래. 그렇게 해주게.”,,,,
200140,“그렇게 전달해주게.”,,,,
200141,“일단 급한 불만 꺼도..”,,,,
200142,“충분히 시간을 많이 버는 것일걸세.”,,,,
200143,기술의 씨를 말려야한다.탈출 성공한 연구원도 제거.,,20078,,2000009
200144,연구소만 완전 파괴한다.,,20079,,2000009
200145,‘부가적인 피해는..’,,,,
200146,‘어쩔 수 없는 것이다.’,,,,
200147,“그래. 그렇게 해주게.”,,,,
200148,“그렇게 전달해주게.”,,,,
200149,상세 작전 보고서를 읽는다.,,20081,,2000009
200150,연구원을 포로로 잡아 오는 것을 요구한다.,,20084,,2000009
200151,기술 정보 유출까지 진행하도록 한다.,,20082,,2000009
200152,폭파 작전만 진행하는 것으로 한다.,,20083,,2000009
200153,“그렇게 전달해 주게.”,,,,
200154,“제롬 상사에게 작전 승인 문서를 보내주게.”,,,,
200155,“그렇게 전달해 주게.”,,,,
200156,“제롬 상사에게 작전 승인 문서를 보내주게.”,,,,
200157,연구 책임자만 포로로 잡아 오도록 한다.,,20085,,2000009
200158,포기한다.,,20086,,2000009
200159,“그래도 전달 해주게.”,,,,
200160,“할 수 있으면 진행하라고 전해주게.”,,,,
200161,“그렇게 전달해 주게.”,,,,
200162,“제롬 상사에게 작전 승인 문서를 보내주게.”,,,,
200163,“유명인들을 만나야하니..”,,20088,,
200164,“조금 긴장되는군.”,,20088,,
200165,“알고 있습니다. 박사.”,,20089,,
200166,“박사는 많이 침착하군요.”,,20089,,
200167,“생각 중이신 활용 방법이 있습니까?”,,20090,,
200168,“어떻게 활용할지이미 생각해 놓으신게 있습니까?”,,20090,,
200169,에너지 분야의 설명을 요청한다.,,20091,,2000009
200170,유전학 분야의 설명을 요청한다.,,20092,,2000009
200171,“활용한다면 더 강한 출력의 무기를만들 수 있겠군요.”,,20093,,
200172,“전선에 보급되는 에너지양이크게 늘어 나겠군요.”,,20093,,
200173,“안전성만 확인된다면..”,,20093,,
200174,“강한 병사를 만들어 낼 수 있겠군요.”,,20093,,
200175,에너지 분야를 선택한다.,,20094,,2000009
200176,유전학 분야를 선택한다.,,20097,,2000009
200177,무기를 택한다.,,20095,"물자 40 하락,병력 40 상승",2000009
200178,발전시설을 택한다.,,20096,"물자 10 하락,병력 10 증가,정치력 10 증가",2000009
200179,“알겠습니다.”,,,,
200180,“부탁드립니다.”,,,,
200181,“알겠습니다.”,,,,
200182,“부탁드립니다.”,,,,
200183,그럼에도 진행한다.,,20098,"카르마 20 하락,물자 10 하락,병력 20 증가",2000009
200184,진행하지 않는다.,,20099,물자 10 하락,2000009
200185,“알겠습니다.”,,,,
200186,“부탁드립니다.”,,,,
200187,“알겠습니다.”,,,,
200188,“부탁드립니다.”,,,,
200189,“박사. 진정하세요.”,,20101,,
