ID,BG,SoundEffect,CharacterName,CharacterImage,IsFinishString,String_kr
10043,CommandCenter,,4,Soldier_Idle,0,"사령관님, 지난 전장에서 재사용 가능한 물자들을 발견했습니다. 물자 회수 인원을 보내고자 합니다."
10044,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 즉시 병력을 할당하겠습니다."
10045,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 병력은 준비하지 않겠습니다. 우선 대기 명령을 내리겠습니다."
10046,CommandCenter,,4,Soldier_Idle,0,"사령관님, 이번 전투에서 전범을 일으킨 병사를 포박했습니다. 녀석은 민간인을 건드린 죄가 있습니다. 즉결처분이 필요합니다."
10047,CommandCenter,,4,Soldier_Idle,1,"즉결처분을 집행하겠습니다."
10048,CommandCenter,,4,Soldier_Idle,1,"우선 감옥에 집어넣고 전범재판에 넘기겠습니다."
10049,CommandCenter,,4,Soldier_Idle,0,"타 부대의 패잔병들이 저희 부대에 합류하길 희망합니다. 이들을 받아들이시겠습니까?"
10050,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 즉시 그들을 치료하고 텐트를 추가로 설치하겠습니다."
10051,CommandCenter,,4,Soldier_Idle,1,"타 부대로 이동할 수 있도록 준비하겠습니다."
10052,CommandCenter,,5,Suitman_Idle,0,"사령관님, 이번 성과는 대단하셨습니다. 혹시 해당 성과의 공로를 저희 의원님에게 나눠주실 수 있으신지…"
10053,CommandCenter,,5,Suitman_Idle,1,"감사합니다! 저희 의원님의 지지도가 높아지는 만큼 사령관님을 지원해 주실겁니다!"
10054,CommandCenter,,5,Suitman_Idle,1,"…..알겠습니다. 다음에 찾아뵙겠습니다."
10055,CommandCenter,,1,Aide_Idle,0,"사령관님, 본부에서 병력 증원 요청 여부가 들어왔습니다. 어떻게 하시겠습니까?"
10056,CommandCenter,,1,Aide_Idle,1,"알겠습니다. 본부에 병력 증원 요청을 보내겠습니다."
10057,CommandCenter,,1,Aide_Idle,1,"알겠습니다. 다른 부대쪽에 배치해도 괜찮다고 회신하겠습니다."
10058,CommandCenter,,6,Reporter_Idle,0,"안녕하십니까 사령관님. 실례가 되지 않는다면 이번 전투와 관련하여 인터뷰를 요청드릴 수 있을까요?"
10059,CommandCenter,,6,Reporter_Idle,1,"감사합니다! 사령관실 밖에서 기다리고 있겠습니다!"
10060,CommandCenter,,6,Reporter_Idle,1,"죄송합니다! 다음에는 꼭 재고를 부탁드립니다!"
10061,CommandCenter,,5,Suitman_Idle,0,"사령관님, 최근 민간인 구호활동을 집행하고 있으시다고 들었습니다. 혹시 후원자로 저희 의원님 이름을 넣어주실 수 있으신지요?"
10062,CommandCenter,,5,Suitman_Idle,1,"현명한 선택이십니다. 섭섭하지 않으시게 보답드리겠습니다."
10063,CommandCenter,,5,Suitman_Idle,1,"너무 무례한 부탁이였나 보군요, 이만 실례하겠습니다."
10064,CommandCenter,,1,Aide_Idle,0,"지난 구호활동 덕분인지 현지인들이 답례품을 가져왔습니다. 받으시겠습니까?"
10065,CommandCenter,,1,Aide_Idle,1,"현지인 분들께 감사인사는 제가 대신 하겠습니다."
10066,CommandCenter,,1,Aide_Idle,1,"자신들의 삶을 먼저 챙기라고 이야기를 전달하겠습니다."
10067,CommandCenter,,4,Soldier_Idle,0,"현지인들이 자신들도 저희 편에 서서 싸우고 싶다고 자원하였습니다. 이들을 받아들이시겠습니까?"
10068,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 그들을 받아들이고 기초교육을 실시하겠습니다."
10069,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 정중히 거절하고 그들을 돌려보내겠습니다."
10070,CommandCenter,,1,Aide_Idle,0,"최근 병사들이 지속되는 전투에 공포심을 가지고 있는 것 같습니다. 보급으로 사기를 환기시키는건 어떠십니까?"
10071,CommandCenter,,1,Aide_Idle,1,"알겠습니다. 보급품을 추가 지급하여 조금이나마 풍족하게 하겠습니다."
10072,CommandCenter,,1,Aide_Idle,1,"알겠습니다. 보급품은 중요하니, 휴식을 부여하는 것 으로 조금이나마 환기 시키겠습니다."
10073,CommandCenter,,3,Louie_Idle,0,"좋은 성과를 내고 있다고 들었네. 특별히 자네의 공을 치하하고자 왔다네."
10074,CommandCenter,,3,Louie_Idle,1,"시원시원하니 좋군. 조만간 자네 부대에 하사품을 보내겠네."
10075,CommandCenter,,3,Louie_Idle,1,"겸손하긴. 다음에 찾아오게 된다면 필요한걸 꼭 이야기 해주게나."
10076,CommandCenter,,9,Villager_Idle,0,"사령관님…저희 마을에 먹을것이 떨어졌습니다…먹을 것 좀 나눠주실 수 있으십니까…?"
10077,CommandCenter,,9,Villager_Idle,1,"감사합니다..! 정말 감사합니다…!"
10078,CommandCenter,,9,Villager_Idle,1,"알겠습니다…여기도 어려운 상황인가 보군요…"
10079,CommandCenter,,8,FirstSergeant_Idle,0,"지난 전투로 병력이 많이 줄어들었습니다. 모병을 시도하심이 어떻습니까?"
10080,CommandCenter,,8,FirstSergeant_Idle,1,"알겠습니다. 즉시 주변 민가에 모병을 시도해 보겠습니다."
10081,CommandCenter,,8,FirstSergeant_Idle,1,"알겠습니다. 모병 대신 상부에 증원 요청을 시도해 보겠습니다."
10082,CommandCenter,,9,Villager_Idle,0,"저희 마을에 의무병을 보내주실 수 있으신지요..? 부상자들이 너무나도 많습니다…"
10083,CommandCenter,,9,Villager_Idle,1,"감사합니다..! 이 은혜는 잊지 않겠습니다..!"
10084,CommandCenter,,9,Villager_Idle,1,"알겠습니다..무리한 부탁을 드려 죄송합니다.."
10085,CommandCenter,,7,Congressman_Idle,0,"안녕하신가 사령관, 지난번 행사는 좋았네. 다음 행사에도 함께 해주겠나?"
10086,CommandCenter,,7,Congressman_Idle,1,"시원시원해서 좋군. 그럼 다음 행사에서 만나지."
10087,CommandCenter,,7,Congressman_Idle,1,"바쁜 일이 있는건가? 유감이군."
10088,CommandCenter,,9,Villager_Idle,0,"사령관님! 저희 마을 근처에서 수상한 놈들이 어슬렁거리고 있습니다요!"
10089,CommandCenter,,9,Villager_Idle,1,"이제야 마음놓고 쉴 수 있겠네요! 잘 부탁드립니다..!"
10090,CommandCenter,,9,Villager_Idle,1,"꼭 좀 부탁드립니다..! 다들 불안해서 제대로 있지를 못하고 있습니다..!"
10091,CommandCenter,,1,Aide_Idle,0,"사령관님, 최근 병사들이 향수병으로 군기가 풀어지고 있는 것 같습니다. 고향에 편지를 보내게 함이 어떠십니까?"
10092,CommandCenter,,1,Aide_Idle,1,"네, 즉시 실행하겠습니다."
10093,CommandCenter,,1,Aide_Idle,1,"알겠습니다. 해당 안건은 다음 기회로 미루겠습니다."
10094,CommandCenter,,4,Soldier_Idle,0,"사령관님, 현재 부상병들을 치료할 물자가 부족합니다."
10095,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 최대한 노력은 해보겠습니다. 다만 물자의 지원을 가능한 부탁드립니다."
10096,CommandCenter,,4,Soldier_Idle,1,"……알겠습니다."
10097,CommandCenter,,6,Reporter_Idle,0,"사령관님, 최근 병사들에 대하여 어떻게 생각하고 있으신지 한말씀 부탁드립니다!"
10098,CommandCenter,,6,Reporter_Idle,1,"감동적이군요, 괜찮으시다면 해당 안건을 기사로 쓰고 싶습니다."
10099,CommandCenter,,6,Reporter_Idle,1,"역시 전쟁은 이겨야 한다 이거군요. 답변 감사합니다!"
10100,CommandCenter,,7,FirstSergeant_Idle,0,"사령관, 이번에 투표가 들어가게 될 것 같은데 정치 자금을 대줄 수 있겠나?"
10101,CommandCenter,,7,FirstSergeant_Idle,1,"하하! 역시 자네는 상황을 잘 보는군! 내 섭섭잖게 챙겨주겠네!"
10102,CommandCenter,,7,FirstSergeant_Idle,1,"흠, 이번 일은 못들은걸로 해주게나."
10103,CommandCenter,,9,Villager_Idle,0,"사령관님..! 저희 마을에 아이들 상태가 안좋습니다! 제발 도와주세요!"
10104,CommandCenter,,9,Villager_Idle,1,"감사합니다! 정말 감사합니다..!"
10105,CommandCenter,,9,Villager_Idle,1,"사람이 죽어가는데 어떻게 거절할 수 있습니까!"
10106,CommandCenter,,6,Reporter_Idle,0,"최근 다른 전쟁 지역에서 민간인들이 많이 희생되고 있습니다. 혹시 해당 상황에 대해 하실 말씀이 있으신가요?"
10107,CommandCenter,,6,Reporter_Idle,1,"역시 그렇죠. 답변 감사합니다."
10108,CommandCenter,,6,Reporter_Idle,1,"사령관님은….좋은 의미로 사령관 답지 않으시군요."
10109,CommandCenter,,4,Soldier_Idle,0,"사령관님, 경계 초병들이 피로가 높아지고 있습니다. 근무 교대 주기를 단축하시겠습니까?"
10110,CommandCenter,,4,Soldier_Idle,1,"현 시간부로 근무 시간을 단축하여 재편성을 시행하겠습니다."
10111,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 현재 상태를 유지하겠습니다."
10112,CommandCenter,,6,Reporter_Idle,0,"사령관님은 민간인들의 피해를 줄이기 위해 어떤 노력을 하고 계십니까?"
10113,CommandCenter,,6,Reporter_Idle,1,"역시 전쟁 상황에서 이런 것 까지 챙기긴 어렵겠죠.. 답변 감사합니다."
10114,CommandCenter,,6,Reporter_Idle,1,"민간인에게 피해가 안가도록 전선을 배치하시는 거군요! 정말 대단하십니다!"
10115,CommandCenter,,5,Suitman_Idle,0,"의원님께서 병사들에게 작은 위문품을 준비하셨습니다. 언론 앞에서 사령관님께서 직접 전달해 주시는게 어떠십니까?"
10116,CommandCenter,,5,Suitman_Idle,1,"좋습니다! 분명 의원님께서 다음번에도 위문품을 최대한 준비해 주실겁니다!"
10117,CommandCenter,,5,Suitman_Idle,1,"이런..아무래도 저희의 진심이 오해되지 않을까 걱정되는군요. 위문품은 두고 갈테니, 부디 편히 써주시죠."
10118,CommandCenter,,9,Villager_Idle,0,"사령관님, 지난 전쟁으로 우물이 망가지면서 사용을 할 수 없게 되었습니다. 마실 물을 나눠주셨으면 합니다.."
10119,CommandCenter,,9,Villager_Idle,1,"감사합니다.. 이걸로 다들 한 숨 돌릴 수 있을 것 같습니다.."
10120,CommandCenter,,9,Villager_Idle,1,"…..알겠습니다…."
10121,CommandCenter,,8,FirstSergeant_Idle,0,"사령관님, 최근 전투가 지속됨에 따라 분실되는 탄창이 많습니다. 병사들에게 탄창을 반드시 회수하라고 하는게 어떻습니까?"
10122,CommandCenter,,8,FirstSergeant_Idle,1,"좋습니다. 이걸로 물자가 불필요하게 낭비될 일은 없을 것 같습니다."
10123,CommandCenter,,8,FirstSergeant_Idle,1,"물자가 떨어지는걸 방지하고자 했을 뿐 입니다. 모자란 부분은 상부에 보급 요청을 하겠습니다."
10124,CommandCenter,,4,Soldier_Idle,0,"사령관님! 지난 전투 지역에서 신호탄이 관측되었습니다! 생존자일지도 모릅니다!"
10125,CommandCenter,,4,Soldier_Idle,1,"알겠습니다! 즉시 수색대를 보내겠습니다!"
10126,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 사령관님의 명을 따르겠습니다."
10127,CommandCenter,,6,Reporter_Idle,0,"사령관님, 사령관님은 가장 두려운 것이 무엇인가요?"
10128,CommandCenter,,6,Reporter_Idle,1,"싸울 의지가 없는 부대는 이기지 못한다는 뜻인가요? 흥미로운 답변이네요."
10129,CommandCenter,,6,Reporter_Idle,1,"전쟁터에서는 항상 무의미한 희생이 일어나죠.. 이해가 가는 답변이네요."
10130,CommandCenter,,5,Suitman_Idle,0,"사령관님의 전공을 의원님께서 연설 때 직접 칭송하신다고 합니다. 이를 허락해 주시겠습니까?"
10131,CommandCenter,,5,Suitman_Idle,1,"감사합니다. 다들 사령관님의 병사들을 존경하게 될 겁니다."
10132,CommandCenter,,5,Suitman_Idle,1,"사령관님의 뜻이 그러시다면, 알겠습니다."
10133,CommandCenter,,9,Villager_Idle,0,"사령관님..마을 다리가 파괴되어 마을에 물건들이 오질 못합니다. 다리를 어떻게 해주실 수 없겠습니까..?"
10134,CommandCenter,,9,Villager_Idle,1,"감사합니다..! 저희 마을에도 구호 물자들이 이제야 들어올 것 같습니다..!"
10135,CommandCenter,,9,Villager_Idle,1,"역시 그런건 어렵겠죠…? 죄송합니다.."
10136,CommandCenter,,8,FirstSergeant_Idle,0,"사령관님, 지난 전투로 참호가 많이 무너졌습니다. 보수가 필요할 것 같습니다."
10137,CommandCenter,,8,FirstSergeant_Idle,1,"좋습니다. 즉시 병사들을 통해 참호 수리를 시작하겠습니다."
10138,CommandCenter,,8,FirstSergeant_Idle,1,"알겠습니다. 다만 빠른 시일 내에 수리를 해야 다음 전투에 지장이 없을겁니다."
10139,CommandCenter,,4,Soldier_Idle,0,"사령관님, 지난 밤 침입 흔적을 발견했습니다. 수색대를 투입하시겠습니까?"
10140,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 즉시 수색대를 파견하겠습니다."
10141,CommandCenter,,4,Soldier_Idle,1,"알겠습니다. 그럼 보수 작업만 진행하겠습니다."
10142,CommandCenter,,5,Suitman_Idle,0,"사령관님, 저희 의원님께서 부대 시찰을 희망하신다고 합니다. 부디 허락해 주시겠습니까?"
10143,CommandCenter,,5,Suitman_Idle,1,"감사합니다, 저희 의원님께서도 지원을 위해 힘써주실겁니다."
10144,CommandCenter,,5,Suitman_Idle,1,"알겠습니다, 거절 의사는 저희 의원님께 잘 전달 드리겠습니다."
10145,CommandCenter,,6,Reporter_Idle,0,"사령관님은 적군에 대해 어떤 인상을 가지고 계십니까?"
10146,CommandCenter,,6,Reporter_Idle,1,"심오한 대답이군요, 답변해 주셔서 감사합니다."
10147,CommandCenter,,6,Reporter_Idle,1,"역시 사령관님입니다. 전쟁은 반드시 이겨야 한다는 마음, 잘 들었습니다."
10148,CommandCenter,,9,Villager_Idle,0,"사령관님…저흰 지난 전투로 파괴된 유랑민 입니다…혹시 하루만이라도 지낼 곳을 내어주실 수 없으십니까…?"
10149,CommandCenter,,9,Villager_Idle,1,"아아…드디어 쉴 수 있겠군요…정말 감사합니다.."
10150,CommandCenter,,9,Villager_Idle,1,"너무 무리한 부탁을 드렸군요…죄송합니다…"
